"etext11","92829182-f0ab-a6f7-0f7d-ae8d35bd8e00"
"etext74","f16bada1-8288-ce65-e89c-20d08bb84977"
"etext76","5bbd14fa-cc64-a853-eb89-9becb1c89c67"
"etext132","e6a0c054-cb16-5028-3ff9-6b6d685275e8"
"etext161","19b500d0-8f50-4360-2e31-43644a9c4fbe"
"etext1232","d0d4016d-fa49-96a1-7354-e3f5f1db8a1b"
"etext1260","dc74a453-adbb-6564-7793-11b66892119e"
"etext1342","6e8a526f-3acf-0457-5955-a478f6fffbbc"
"etext1661","66fde9dd-d618-0518-9088-f580fa2eff86"
"etext3308","25a19140-e2de-20fb-0305-ba477c8e4db0"
"etext4300 ","5f1a4137-e82e-f2c7-309e-4ed4c3a9639a"
"etext5200","4d46a0ad-f437-34ea-1a65-58d4c8f69bc9"
"etext6130","be1f6620-7974-c27a-0e17-e001ecbf97e5"
"etext10609","374edfdf-b29f-674f-4e22-b2d0407c2e03"
"etext12405","596f125e-2c74-90a5-1dbf-c9372e008d27"
"etext12849","965c9865-ddd1-a68b-487a-3401933af12e"
"etext13444","d2042b31-9d8c-e094-2e26-fb5ef265bf74"
"etext14080","f1ca3a3f-7ef2-e873-e9ad-4f43d92bb35d"
"etext14264","386c44ac-4d34-158a-3892-d659a2f811bf"
"etext14742","8af8d532-91db-e332-9de8-04f19d29b68e"
"etext15147","c2776f2f-eefc-837f-afcd-e5b9b334cb15"
"etext15595","95634748-aa13-3134-7822-aa2d638751e8"
"etext16277","f9c5fc52-e831-facd-2c63-290187402f15"
"etext16316","8d8ac532-5a24-9984-11bb-9810cd8a5e88"
"etext16426","80a19e78-125b-b972-ea81-db7cdfc3d30f"
"etext16539","81f8481f-7f37-177a-89b7-8709d868a8de"
"etext16653","b08184ef-085a-bd59-121a-040acc66153f"
"etext16960","41e95519-d175-3a2e-8768-6cfd98ea099d"
"etext17921","b78b58d7-eccc-bed0-66c6-1f7181f575e6"
"etext18525","06640327-643a-f9fe-5c41-f20bca9469a2"
"etext18559","d580a968-b735-4a1c-04c3-38f9b61f0c86"
"etext18901","6eb0efa6-47ad-9289-0c3d-ddd12c75bd10"
"etext19302","9ae069a2-2ee5-7d9f-56f8-d1868068e319"
"etext19499","a68d8ec9-c942-786c-4d1b-5579e0584146"
"etext19694","f9ef64a4-8cbe-7194-1835-e8a2d6358100"
"etext20171","8cb1e672-9bd6-a8bb-ed8d-aa0629ad8318"
"etext20239","f285936a-0b6a-a4e0-fe71-d3c0e7730e79"
"etext20776","2d09578b-7e9b-6dec-0142-9fc077668d96"
"etext20846","818b88c8-da1d-0399-8130-7fbecc2b6529"
"etext21254","b45c9aac-2fb2-7191-9a1c-737c5c0c4473"
"etext22042","912f1a4b-d7ea-ebdf-4e01-0e38bdf8540d"
"etext22153","b6d50ed4-2b54-ef28-74d8-84f34c8d3bbb"
"etext22210","668168b0-9517-cec9-2ab2-775faeae5c8f"
"etext22381","dfea1a1d-2291-4656-ad5c-14ca6c18cbd0"
"etext22483","b3b05b1c-2b87-29ce-ff40-7e47ff6c8275"
"etext23680","ffe6f57c-0d33-589f-3d63-ef4c63db846e"
